VC = 166      process 3, thread 0, Fri Apr  9 10:18:20 2021
VC = 166      process 3, thread 0, Fri Apr  9 10:19:08 2021
VC = 167      process 3, thread 0, Fri Apr  9 10:19:34 2021
VC = 166      process 5, thread 0, Fri Apr  9 10:19:34 2021
VC = 167      process 3, thread 0, Fri Apr  9 10:23:37 2021
VC = 166      process 5, thread 0, Fri Apr  9 10:23:37 2021
VC = 167      process 3, thread 0, Fri Apr  9 10:28:18 2021
VC = 166      process 4, thread 0, Fri Apr  9 10:28:18 2021
