VC = 172      process 1, thread 3, Mon Apr 12 17:18:18 2021
VC = 171      process 1, thread 2, Mon Apr 12 17:18:18 2021
VC = 169      process 1, thread 1, Mon Apr 12 17:18:18 2021
VC = 166      process 1, thread 4, Mon Apr 12 17:18:18 2021
